Date,Open,High,Low,Close,Adj Close,Volume
2-Nov-17,86.779999,87.040001,86.230003,86.510002,86.510002,5021200
3-Nov-17,86.779999,87.160004,86.459999,86.580002,86.580002,5106500
6-Nov-17,86.550003,86.639999,86.029999,86.050003,86.050003,5186700
7-Nov-17,86.040001,87,85.419998,86.980003,86.980003,6875100
8-Nov-17,86.989998,87.599998,86.800003,87.580002,87.580002,6910000
9-Nov-17,87.349998,88.169998,87.300003,87.779999,87.779999,5280000
10-Nov-17,87.989998,88.389999,87.779999,88.160004,88.160004,7227300
13-Nov-17,88.669998,89.410004,88.629997,89,89,6873500
14-Nov-17,88.739998,89.050003,88.470001,88.870003,88.870003,5035500
15-Nov-17,88.730003,88.940002,88,88.230003,88.230003,6688100
16-Nov-17,89.839996,89.900002,88.769997,89.25,89.25,7205100
17-Nov-17,88.949997,89.089996,88.080002,88.43,88.43,5941800
20-Nov-17,88.43,88.559998,87.709999,88.269997,88.269997,4926200
21-Nov-17,88.18,89.209999,88.019997,88.720001,88.720001,6196400
22-Nov-17,88.5,88.910004,88.059998,88.330002,88.330002,6006900
24-Nov-17,88.589996,88.959999,88.419998,88.449997,88.449997,2196700
27-Nov-17,88.330002,89.099998,88.150002,88.959999,88.959999,6199700
28-Nov-17,89.480003,89.519997,88.910004,89.400002,89.400002,4841300
29-Nov-17,89.400002,89.809998,89.029999,89.379997,89.379997,5158900
30-Nov-17,89.349998,90.370003,89.209999,89.989998,89.989998,9789900
1-Dec-17,90.18,90.529999,89.120003,90.360001,90.360001,7840500
