Date,Open,High,Low,Close,Adj Close,Volume
2-Nov-17,17.690001,17.91,17.67,17.860001,17.860001,4008900
3-Nov-17,18.299999,18.33,18.1,18.15,18.15,3989600
6-Nov-17,18.1,18.17,18.02,18.129999,18.129999,1336700
7-Nov-17,18.059999,18.15,17.799999,17.870001,17.870001,1800900
8-Nov-17,17.5,17.57,17.299999,17.49,17.49,2704800
9-Nov-17,17.15,17.200001,16.950001,17.110001,17.110001,3365400
10-Nov-17,17.09,17.34,17.09,17.27,17.27,2770300
13-Nov-17,17.08,17.309999,17.049999,17.309999,17.309999,2488000
14-Nov-17,17.51,17.540001,17.35,17.5,17.5,3207600
15-Nov-17,17.27,17.34,17.110001,17.26,17.26,2239100
16-Nov-17,17.559999,17.620001,17.459999,17.559999,17.559999,1816000
17-Nov-17,17.49,17.51,17.360001,17.360001,17.360001,1222000
20-Nov-17,17.440001,17.639999,17.440001,17.530001,17.530001,2877300
21-Nov-17,17.799999,17.969999,17.790001,17.91,17.91,1433100
22-Nov-17,17.77,17.84,17.559999,17.6,17.6,1316000
24-Nov-17,17.639999,17.68,17.530001,17.6,17.6,586300
27-Nov-17,17.49,17.5,17.32,17.379999,17.379999,1777900
28-Nov-17,17.299999,17.33,17.129999,17.309999,17.309999,2500600
29-Nov-17,17.34,17.34,16.98,17.049999,17.049999,4879000
30-Nov-17,17.219999,17.32,17.040001,17.1,17.1,3616600
1-Dec-17,17.1,17.139999,16.790001,17.09,17.09,4371900
