Date,Open,High,Low,Close,Adj Close,Volume
2-Nov-17,88.279999,89.169998,87.800003,88.800003,88.800003,5183100
3-Nov-17,89.019997,89.879997,88.760002,89.68,89.68,6512100
6-Nov-17,89.419998,89.68,88.68,88.699997,88.699997,5257400
7-Nov-17,88.870003,89.059998,88.309998,88.949997,88.949997,5349300
8-Nov-17,89.110001,90.419998,89.099998,90.260002,90.260002,6767500
9-Nov-17,89.940002,90.57,89.349998,90.300003,90.300003,6904500
10-Nov-17,90.239998,91.690002,90.199997,90.919998,90.919998,7647800
13-Nov-17,91.040001,91.980003,90.870003,90.989998,90.989998,8491600
14-Nov-17,90.699997,91.199997,90.18,91.089996,91.089996,9834100
15-Nov-17,90.339996,90.849998,89.650002,89.830002,89.830002,8433400
16-Nov-17,95.120003,99.68,94.720001,99.620003,99.620003,38122400
17-Nov-17,99.239998,100.129997,96.580002,97.470001,97.470001,23575500
20-Nov-17,96.440002,97.639999,95.760002,97.480003,97.480003,16394300
21-Nov-17,97.739998,97.919998,96.32,96.519997,96.519997,12746500
22-Nov-17,96.650002,96.809998,96.110001,96.410004,96.410004,8918200
24-Nov-17,96.870003,97.230003,96.529999,96.620003,96.620003,4496100
27-Nov-17,96.849998,97.650002,96.300003,96.620003,96.620003,8904900
28-Nov-17,96.589996,96.889999,95.82,96.769997,96.769997,8709600
29-Nov-17,97.220001,98.260002,96.879997,97.559998,97.559998,11424000
30-Nov-17,98.089996,98.440002,96.510002,97.230003,97.230003,12854700
1-Dec-17,97.610001,97.709999,96.230003,97.349998,97.349998,8175300
