Date,Open,High,Low,Close,Adj Close,Volume
3-Nov-17,148.410004,149.360001,147.710007,149.289993,149.289993,2338700
6-Nov-17,149.210007,150.460007,148.960007,150.089996,150.089996,3142900
7-Nov-17,150.309998,150.479996,148.919998,149.970001,149.970001,2683400
8-Nov-17,149.470001,150.240005,148.199997,149.970001,149.970001,3786800
9-Nov-17,149.270004,149.869995,147.589996,149.289993,149.289993,2716400
10-Nov-17,149,149.759995,148.710007,149.539993,149.539993,1795900
13-Nov-17,148.759995,150.199997,148.740005,149.690002,149.690002,1750500
14-Nov-17,149.279999,150.490005,149.050003,149.949997,149.949997,3062300
15-Nov-17,149.369995,149.509995,148.100006,148.330002,148.330002,3058100
16-Nov-17,149,150.539993,148.600006,150.330002,150.330002,2715400
17-Nov-17,149.330002,149.520004,148.279999,149.020004,149.020004,3186400
20-Nov-17,149.360001,150.289993,149.229996,149.559998,149.559998,2048700
21-Nov-17,149.970001,152.630005,149.929993,152.509995,152.509995,3999000
22-Nov-17,152.410004,152.550003,150.949997,151.25,151.25,2658600
24-Nov-17,151.399994,153,151.199997,152.740005,152.740005,1577500
27-Nov-17,153.070007,153.940002,152.720001,152.970001,152.970001,3260200
28-Nov-17,153.509995,154.649994,153.360001,154.190002,154.190002,3874500
29-Nov-17,154.350006,154.470001,145.279999,148.350006,148.350006,7217000
30-Nov-17,149.320007,151.169998,148.210007,150.470001,150.470001,6943700
1-Dec-17,150.399994,150.990005,147.350006,149.690002,149.690002,3929100
