Date,Open,High,Low,Close,Adj Close,Volume
2-Nov-17,96,96.239998,95.389999,95.980003,95.980003,3013300
3-Nov-17,96.279999,96.43,95.779999,96.43,96.43,2089500
6-Nov-17,96.349998,96.730003,95.93,96.290001,96.290001,1848300
7-Nov-17,96.419998,96.900002,95.18,95.370003,95.370003,3200900
8-Nov-17,95.099998,95.279999,94.449997,95.129997,95.129997,2163700
9-Nov-17,94.339996,94.660004,93.279999,93.75,93.75,3949800
10-Nov-17,93.790001,94.150002,93.389999,93.519997,93.519997,2714400
13-Nov-17,93,93.980003,92.779999,93.900002,93.900002,2708500
14-Nov-17,93.57,93.790001,92.940002,93.760002,93.760002,2843700
15-Nov-17,93.269997,93.790001,92.800003,93.260002,93.260002,3236600
16-Nov-17,93.550003,94.040001,93.300003,93.559998,93.559998,2586500
17-Nov-17,93.309998,93.760002,92.919998,93.690002,93.690002,3261200
20-Nov-17,93.919998,94.339996,93.68,93.949997,93.949997,3456600
21-Nov-17,94.419998,94.650002,94.120003,94.410004,94.410004,2917000
22-Nov-17,94.389999,94.709999,93.480003,93.82,93.82,2159100
24-Nov-17,93.970001,94.120003,93.470001,93.480003,93.480003,837300
27-Nov-17,93.57,94,93.360001,93.470001,93.470001,2731300
28-Nov-17,93.760002,95.279999,93.580002,95.279999,95.279999,3536400
29-Nov-17,95.959999,97.32,95.599998,96.599998,96.599998,4325500
30-Nov-17,97.019997,98.489998,96.809998,97.709999,97.709999,5328300
1-Dec-17,98.080002,98.220001,95.849998,97.860001,97.860001,3442400
