Date,Open,High,Low,Close,Adj Close,Volume
2-Nov-17,100.870003,101.769997,100.160004,101.589996,101.589996,8731800
3-Nov-17,101.099998,101.529999,100.730003,101.410004,101.410004,7103500
6-Nov-17,101.339996,101.690002,100.660004,100.779999,100.779999,8121500
7-Nov-17,100.559998,100.75,98.25,98.75,98.75,18822600
8-Nov-17,98.269997,98.370003,97.150002,97.639999,97.639999,18524700
9-Nov-17,97.120003,98.220001,96.809998,97.629997,97.629997,13697800
10-Nov-17,97.809998,98.339996,97.5,97.510002,97.510002,9314000
13-Nov-17,96.690002,98.050003,96.620003,97.860001,97.860001,9303100
14-Nov-17,97.339996,97.779999,96.849998,97.269997,97.269997,11043800
15-Nov-17,96.389999,98.739998,95.949997,98.190002,98.190002,15384100
16-Nov-17,98.529999,99.059998,98.309998,98.470001,98.470001,9808000
17-Nov-17,97.82,98.410004,97.57,98.139999,98.139999,9017900
20-Nov-17,98.449997,99.150002,97.760002,99.010002,99.010002,9483200
21-Nov-17,99.5,99.550003,98.910004,98.93,98.93,13389400
22-Nov-17,99.029999,99.519997,98.589996,98.639999,98.639999,7342200
24-Nov-17,98.830002,98.900002,98.260002,98.32,98.32,3680000
27-Nov-17,98.309998,99.129997,97.93,97.93,97.93,13076200
28-Nov-17,98.209999,101.699997,97.970001,101.360001,101.360001,16773000
29-Nov-17,102.410004,104.220001,101.959999,103.730003,103.730003,21105500
30-Nov-17,104.739998,106.660004,104.040001,104.519997,104.519997,23945900
1-Dec-17,104.900002,105.32,102.199997,104.790001,104.790001,19657700
