Date,Open,High,Low,Close,Adj Close,Volume
2-Nov-17,101.949997,102.669998,100.959999,101.209999,100.818886,466000
3-Nov-17,102.489998,104.07,101.82,102.690002,102.293175,1081700
6-Nov-17,102.709999,103.550003,102.150002,102.339996,101.944519,503700
7-Nov-17,102.18,103.610001,100.300003,101.190002,100.798965,399700
8-Nov-17,100.510002,102.830002,100.510002,101.309998,100.918503,395900
9-Nov-17,101.150002,101.82,99.629997,100.239998,99.852638,434400
10-Nov-17,100,100.610001,99.220001,99.989998,99.6036,643800
13-Nov-17,99.980003,100.57,99.169998,99.699997,99.31472,668300
14-Nov-17,99.849998,106.190002,99.849998,104.089996,103.687759,1551400
15-Nov-17,103.089996,105.120003,102.129997,103.989998,103.588142,540400
16-Nov-17,104.5,105.470001,103.68,104.440002,104.036407,370400
17-Nov-17,104.300003,105.690002,104.300003,105.029999,104.624123,442300
20-Nov-17,102.43,103.739998,101.370003,102.980003,102.582054,925100
21-Nov-17,103.010002,103.489998,101.849998,102.57,102.17363,438800
22-Nov-17,102.260002,105.459999,101.209999,101.330002,100.938431,1393000
24-Nov-17,101.519997,101.790001,100.519997,100.900002,100.510086,211200
27-Nov-17,101.199997,102.199997,100.580002,100.699997,100.31086,754300
28-Nov-17,100.660004,103.150002,99.839996,102.440002,102.044136,850300
29-Nov-17,103.169998,103.830002,101.910004,102.209999,101.815025,1481100
30-Nov-17,99.879997,107.349998,96.529999,103.510002,103.110001,3607600
1-Dec-17,102.610001,105.309998,101.739998,105.199997,105.199997,1247500
