Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,20.500000,20.629999,19.639999,19.709999,19.709999,24475100
2017-11-03,19.870001,20.240000,19.520000,19.900000,19.900000,22259600
2017-11-06,19.780001,19.850000,19.260000,19.389999,19.389999,25599300
2017-11-07,19.549999,20.180000,19.510000,19.660000,19.660000,22238300
2017-11-08,19.700001,19.980000,19.370001,19.590000,19.590000,16291300
2017-11-09,19.400000,20.240000,19.360001,19.900000,19.900000,20271000
2017-11-10,19.790001,20.580000,19.740000,20.320000,20.320000,16293300
2017-11-13,20.160000,20.309999,19.930000,20.170000,20.170000,11804900
2017-11-14,20.170000,20.450001,19.879999,20.049999,20.049999,11920100
2017-11-15,19.820000,20.330000,19.730000,19.910000,19.910000,11191100
2017-11-16,20.059999,20.490000,19.990000,20.360001,20.360001,12967800
2017-11-17,20.260000,20.790001,20.250000,20.760000,20.760000,12847000
2017-11-20,20.780001,21.260000,20.700001,21.129999,21.129999,16819900
2017-11-21,21.200001,21.910000,21.150000,21.879999,21.879999,18339800
2017-11-22,21.900000,22.400000,21.799999,22.270000,22.270000,21161800
2017-11-24,22.400000,22.480000,22.170000,22.420000,22.420000,7584000
2017-11-27,22.360001,22.400000,21.700001,21.820000,21.820000,19671400
2017-11-28,21.850000,22.150000,21.559999,21.830000,21.830000,13845600
2017-11-29,21.820000,22.110001,20.520000,20.790001,20.790001,23684000
2017-11-30,21.010000,21.120001,20.510000,20.580000,20.580000,15823200
2017-12-01,20.520000,20.980000,20.120001,20.709999,20.709999,15216300
