Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,12.560000,12.650000,12.500000,12.510000,12.510000,400400
2017-11-03,12.510000,12.820000,12.490000,12.650000,12.650000,432600
2017-11-06,12.590000,12.680000,12.380000,12.480000,12.480000,336300
2017-11-07,12.420000,12.460000,12.230000,12.250000,12.250000,256100
2017-11-08,12.190000,12.210000,12.050000,12.120000,12.120000,483000
2017-11-09,12.110000,12.170000,12.010000,12.020000,12.020000,606900
2017-11-10,11.990000,12.170000,11.910000,12.140000,12.140000,477600
2017-11-13,12.160000,12.200000,12.010000,12.040000,12.040000,250000
2017-11-14,12.050000,12.160000,11.810000,11.820000,11.820000,427100
2017-11-15,11.760000,11.810000,11.600000,11.780000,11.780000,1740000
2017-11-16,11.850000,12.130000,11.800000,12.040000,12.040000,524100
2017-11-17,12.000000,12.310000,12.000000,12.120000,12.120000,268900
2017-11-20,12.150000,12.210000,12.070000,12.150000,12.150000,337500
2017-11-21,12.220000,12.270000,12.040000,12.180000,12.180000,264900
2017-11-22,12.150000,12.300000,12.050000,12.220000,12.220000,288100
2017-11-24,12.220000,12.250000,12.060000,12.080000,12.080000,84100
2017-11-27,12.090000,12.160000,11.930000,12.100000,12.100000,192000
2017-11-28,12.110000,12.340000,12.050000,12.290000,12.290000,228500
2017-11-29,12.340000,12.480000,12.210000,12.390000,12.390000,484500
2017-11-30,12.390000,12.480000,12.180000,12.280000,12.280000,267700
2017-12-01,12.240000,12.240000,11.980000,12.160000,12.160000,301100
