Date,Open,High,Low,Close,Adj Close,Volume
2017-11-03,299.500000,306.250000,295.130005,306.089996,306.089996,8894000
2017-11-06,307.000000,307.500000,299.010010,302.779999,302.779999,6486000
2017-11-07,301.019989,306.500000,300.029999,306.049988,306.049988,5294300
2017-11-08,305.500000,306.890015,301.299988,304.390015,304.390015,4725300
2017-11-09,302.500000,304.459991,296.299988,302.989990,302.989990,5447100
2017-11-10,302.500000,308.359985,301.850006,302.989990,302.989990,4625400
2017-11-13,300.130005,316.799988,299.109985,315.399994,315.399994,7584900
2017-11-14,315.000000,316.350006,306.899994,308.700012,308.700012,5676100
2017-11-15,306.010010,312.489990,301.500000,311.299988,311.299988,5978700
2017-11-16,313.989990,318.140015,311.299988,312.500000,312.500000,5822100
2017-11-17,325.670013,326.670013,313.149994,315.049988,315.049988,13735100
2017-11-20,313.790009,315.500000,304.750000,308.739990,308.739990,8247700
2017-11-21,310.859985,318.230011,308.709991,317.809998,317.809998,7261300
2017-11-22,316.769989,317.420013,311.839996,312.600006,312.600006,4917600
2017-11-24,313.790009,316.410004,311.000000,315.549988,315.549988,3244100
2017-11-27,313.250000,317.339996,309.510010,316.809998,316.809998,4555900
2017-11-28,316.359985,320.000000,313.920013,317.549988,317.549988,4949500
2017-11-29,317.299988,318.000000,301.230011,307.540009,307.540009,8767400
2017-11-30,308.559998,310.700012,304.540009,308.850006,308.850006,4351600
2017-12-01,305.440002,310.320007,305.049988,306.529999,306.529999,4271100
