Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,35.869999,36.360001,34.750000,36.070000,36.070000,8884500
2017-11-03,36.230000,36.980000,35.910999,36.889999,36.889999,6615600
2017-11-06,37.310001,37.750000,36.799999,37.180000,37.180000,8503000
2017-11-07,37.689999,37.689999,36.290001,36.759998,36.759998,10536700
2017-11-08,36.939999,37.159000,36.000000,36.709999,36.709999,13485400
2017-11-09,36.450001,38.009998,34.830002,37.959999,37.959999,23511400
2017-11-10,37.650002,39.730999,37.389999,39.209999,39.209999,19473500
2017-11-13,39.130001,40.189999,38.310001,39.980000,39.980000,14382400
2017-11-14,39.980000,40.500000,39.509998,39.740002,39.740002,11567500
2017-11-15,41.150002,41.799999,40.169998,40.660000,40.660000,20676000
2017-11-16,40.950001,41.970001,40.520000,41.900002,41.900002,19901900
2017-11-17,42.490002,45.740002,42.439999,44.180000,44.180000,39206500
2017-11-20,44.990002,46.060001,44.580002,45.209999,45.209999,28654900
2017-11-21,46.000000,48.240002,45.702999,48.060001,48.060001,28904500
2017-11-22,46.861000,49.549999,46.099998,48.810001,48.810001,44557600
2017-11-24,49.400002,49.560001,48.110001,48.860001,48.860001,16562700
2017-11-27,47.209999,47.400002,40.369999,41.020000,41.020000,76437500
2017-11-28,39.889999,44.049999,39.500000,42.549999,42.549999,56515900
2017-11-29,43.200001,43.389999,37.180000,39.130001,39.130001,52069600
2017-11-30,39.270000,40.779999,38.820000,39.220001,39.220001,39352700
2017-12-01,39.340000,39.549999,36.720001,38.220001,38.220001,25350200
