Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,21.750000,22.200001,20.850000,21.150000,21.150000,300600
2017-11-03,21.150000,23.150000,20.850000,22.400000,22.400000,582800
2017-11-06,22.299999,22.900000,22.200001,22.650000,22.650000,166600
2017-11-07,22.600000,22.799999,21.100000,21.750000,21.750000,265600
2017-11-08,21.650000,22.400000,21.650000,22.049999,22.049999,200100
2017-11-09,21.799999,22.400000,21.799999,21.850000,21.850000,196500
2017-11-10,21.799999,22.799999,21.799999,22.750000,22.750000,207500
2017-11-13,22.549999,23.200001,22.450001,23.100000,23.100000,130900
2017-11-14,23.150000,24.250000,23.049999,23.700001,23.700001,221100
2017-11-15,23.500000,23.600000,22.559999,23.500000,23.500000,120000
2017-11-16,23.650000,23.900000,23.500000,23.549999,23.549999,92700
2017-11-17,23.450001,23.850000,23.450001,23.650000,23.650000,69600
2017-11-20,23.700001,23.799999,23.000000,23.750000,23.750000,152900
2017-11-21,24.000000,24.200001,23.650000,24.100000,24.100000,131700
2017-11-22,24.049999,24.049999,23.400000,23.450001,23.450001,132800
2017-11-24,23.450001,23.450001,22.799999,23.049999,23.049999,73700
2017-11-27,23.100000,23.150000,22.650000,23.000000,23.000000,86200
2017-11-28,23.100000,24.230000,22.799999,24.150000,24.150000,161000
2017-11-29,24.250000,25.400000,24.150000,25.100000,25.100000,165500
2017-11-30,25.350000,25.490000,24.049999,24.900000,24.900000,199600
2017-12-01,24.900000,24.900000,23.900000,24.480000,24.480000,106300
