Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,11.000000,11.100000,10.950000,11.050000,11.050000,249700
2017-11-03,11.050000,11.100000,10.850000,10.950000,10.950000,228400
2017-11-06,10.950000,11.000000,10.800000,10.900000,10.900000,139000
2017-11-07,10.850000,10.900000,10.200000,10.300000,10.300000,455100
2017-11-08,10.900000,11.200000,9.900000,10.000000,10.000000,570100
2017-11-09,10.100000,11.000000,9.930000,10.900000,10.900000,498200
2017-11-10,10.900000,11.050000,10.800000,10.900000,10.900000,406300
2017-11-13,10.900000,11.500000,10.700000,11.250000,11.250000,546500
2017-11-14,11.200000,11.810000,11.200000,11.800000,11.800000,362700
2017-11-15,11.700000,12.000000,11.650000,12.000000,12.000000,269700
2017-11-16,11.950000,12.450000,11.850000,12.400000,12.400000,414800
2017-11-17,12.300000,12.680000,12.300000,12.350000,12.350000,398800
2017-11-20,12.450000,12.480000,12.250000,12.350000,12.350000,320000
2017-11-21,12.400000,12.500000,12.200000,12.350000,12.350000,205500
2017-11-22,12.400000,12.600000,12.200000,12.300000,12.300000,347300
2017-11-24,12.350000,12.500000,12.200000,12.400000,12.400000,68400
2017-11-27,12.400000,12.500000,12.200000,12.350000,12.350000,187800
2017-11-28,12.400000,12.850000,12.350000,12.800000,12.800000,168200
2017-11-29,12.800000,13.400000,12.310000,13.300000,13.300000,258800
2017-11-30,13.300000,13.450000,13.000000,13.250000,13.250000,311400
2017-12-01,13.200000,13.200000,12.630000,12.950000,12.950000,203500
